method,actions,budget_fraction,mean_f1_pp
DPA,477,0.1325,45.31555555555556
DPA,478,0.13277777777777777,45.31555555555556
DPA,479,0.13305555555555557,45.31555555555556
DPA,480,0.13333333333333333,45.31555555555556
DPA,481,0.13361111111111112,45.31555555555556
DPA,482,0.1338888888888889,45.27611111111112
DPA,483,0.13416666666666666,45.27611111111112
DPA,484,0.13444444444444445,45.27611111111112
DPA,485,0.13472222222222222,45.33166666666667
DPA,486,0.135,45.29
DPA,487,0.13527777777777777,45.23444444444445
DPA,488,0.13555555555555557,45.23444444444445
DPA,489,0.13583333333333333,45.23444444444445
DPA,490,0.1361111111111111,45.23444444444445
DPA,491,0.1363888888888889,45.29
DPA,492,0.13666666666666666,45.31388888888889
DPA,493,0.13694444444444445,45.31388888888889
DPA,494,0.13722222222222222,45.31388888888889
DPA,495,0.1375,45.31388888888889
DPA,496,0.13777777777777778,45.345
DPA,497,0.13805555555555554,45.345
DPA,498,0.13833333333333334,45.40055555555556
DPA,499,0.1386111111111111,45.40055555555556
DPA,500,0.1388888888888889,45.40055555555556
DPA,501,0.13916666666666666,45.40055555555556
DPA,502,0.13944444444444445,45.355000000000004
DPA,503,0.13972222222222222,45.355000000000004
DPA,504,0.14,45.355000000000004
DPA,505,0.14027777777777778,45.355000000000004
DPA,506,0.14055555555555554,45.355000000000004
DPA,507,0.14083333333333334,45.41055555555556
DPA,508,0.1411111111111111,45.41055555555556
DPA,509,0.1413888888888889,45.41055555555556
DPA,510,0.14166666666666666,45.41055555555556
DPA,511,0.14194444444444446,45.46611111111112
DPA,512,0.14222222222222222,45.46611111111112
DPA,513,0.1425,45.46611111111112
DPA,514,0.14277777777777778,45.46611111111112
DPA,515,0.14305555555555555,45.50333333333334
DPA,516,0.14333333333333334,45.50333333333334
DPA,517,0.1436111111111111,45.50333333333334
DPA,518,0.1438888888888889,45.50333333333334
DPA,519,0.14416666666666667,45.50333333333334
DPA,520,0.14444444444444443,45.50333333333334
DPA,521,0.14472222222222222,45.50333333333334
DPA,522,0.145,45.540555555555564
DPA,523,0.14527777777777778,45.540555555555564
DPA,524,0.14555555555555555,45.540555555555564
DPA,525,0.14583333333333334,45.596111111111114
DPA,526,0.1461111111111111,45.596111111111114
DPA,527,0.1463888888888889,45.596111111111114
DPA,528,0.14666666666666667,45.63333333333334
DPA,529,0.14694444444444443,45.63333333333334
DPA,530,0.14722222222222223,45.63333333333334
DPA,531,0.1475,45.63333333333334
DPA,532,0.14777777777777779,45.63333333333334
DPA,533,0.14805555555555555,45.63333333333334
DPA,534,0.14833333333333334,45.6888888888889
DPA,535,0.1486111111111111,45.6888888888889
DPA,536,0.14888888888888888,45.6888888888889
DPA,537,0.14916666666666667,45.6888888888889
DPA,538,0.14944444444444444,45.74444444444445
DPA,539,0.14972222222222223,45.74444444444445
DPA,540,0.15,45.74444444444445
DPA,541,0.1502777777777778,45.70111111111112
DPA,542,0.15055555555555555,45.756666666666675
DPA,543,0.15083333333333335,45.775000000000006
DPA,544,0.1511111111111111,45.775000000000006
DPA,545,0.15138888888888888,45.775000000000006
DPA,546,0.15166666666666667,45.775000000000006
DPA,547,0.15194444444444444,45.735555555555564
DPA,548,0.15222222222222223,45.71166666666667
DPA,549,0.1525,45.73944444444445
DPA,550,0.1527777777777778,45.73944444444445
DPA,551,0.15305555555555556,45.73944444444445
DPA,552,0.15333333333333332,45.79500000000001
DPA,553,0.15361111111111111,45.79500000000001
DPA,554,0.15388888888888888,45.85055555555556
DPA,555,0.15416666666666667,45.85055555555556
DPA,556,0.15444444444444444,45.906111111111116
DPA,557,0.15472222222222223,45.928333333333335
DPA,558,0.155,45.928333333333335
DPA,559,0.15527777777777776,45.928333333333335
DPA,560,0.15555555555555556,45.9838888888889
DPA,561,0.15583333333333332,46.01166666666667
DPA,562,0.15611111111111112,46.01166666666667
DPA,563,0.15638888888888888,46.06722222222223
DPA,564,0.15666666666666668,46.02111111111112
DPA,565,0.15694444444444444,46.0488888888889
DPA,566,0.15722222222222224,46.07277777777779
DPA,567,0.1575,46.07277777777779
DPA,568,0.15777777777777777,46.12833333333334
DPA,569,0.15805555555555556,46.13611111111112
DPA,570,0.15833333333333333,46.13611111111112
DPA,571,0.15861111111111112,46.19166666666668
DPA,572,0.15888888888888889,46.19166666666668
DPA,573,0.15916666666666668,46.236111111111114
DPA,574,0.15944444444444444,46.28055555555556
DPA,575,0.1597222222222222,46.28055555555556
DPA,576,0.16,46.28055555555556
DPA,577,0.16027777777777777,46.28055555555556
DPA,578,0.16055555555555556,46.28055555555556
DPA,579,0.16083333333333333,46.28055555555556
DPA,580,0.16111111111111112,46.28055555555556
DPA,581,0.1613888888888889,46.336111111111116
DPA,582,0.16166666666666665,46.336111111111116
DPA,583,0.16194444444444445,46.28055555555556
DPA,584,0.1622222222222222,46.28055555555556
DPA,585,0.1625,46.336111111111116
DPA,586,0.16277777777777777,46.39166666666667
DPA,587,0.16305555555555556,46.39166666666667
DPA,588,0.16333333333333333,46.3988888888889
DPA,589,0.16361111111111112,46.3988888888889
DPA,590,0.1638888888888889,46.3988888888889
DPA,591,0.16416666666666666,46.3988888888889
DPA,592,0.16444444444444445,46.394444444444446
DPA,593,0.16472222222222221,46.394444444444446
DPA,594,0.165,46.394444444444446
DPA,595,0.16527777777777777,46.394444444444446
DPA,596,0.16555555555555557,46.394444444444446
DPA,597,0.16583333333333333,46.394444444444446
DPA,598,0.1661111111111111,46.34666666666667
DPA,599,0.1663888888888889,46.34666666666667
DPA,600,0.16666666666666666,46.34666666666667
DPA,601,0.16694444444444445,46.34666666666667
DPA,602,0.16722222222222222,46.34666666666667
DPA,603,0.1675,46.40222222222223
DPA,604,0.16777777777777778,46.45777777777778
DPA,605,0.16805555555555557,46.45111111111112
