replicate,sample_sha256,IDR_AUBPC,DPA_AUBPC,IDR_minus_DPA_pp
22,81be7d1b8badaac9658b89570af967c74cadbd699ad582bd263678e9abb24dae,55.29478256172838,47.796435493827154,7.4983470679012285
23,9182641a5ed0996f82090bbbfdf91b2a2689ddc923b99cc7c616e7f5a73262d6,57.14714027777778,49.5193537037037,7.627786574074079
24,9530b04586a2c477dfdc72647f7d2d36ac10c0be0194dfa6fefba52412cb1534,53.34176203703702,46.183736111111116,7.158025925925905
25,0eae68f684d748ba920b4355a5262e4fa1ebf8315abdf462d59e02eceb48c969,56.77189861111112,49.538168209876545,7.233730401234574
26,86ae63ce88c49ff1221ca3225faffbac5be14285d03f31bfcce0aabd5b57711e,56.64239367283951,48.71371527777778,7.9286783950617306
27,65415c59aad7eb0611bc4ec1a630e366dbfaa17054f19b3875317c5f26832bb0,56.551251080246914,48.63377391975309,7.917477160493824
28,6f2d4d24e525f45ac944978f719026735197bb81ad100628527ecae98790bc7d,55.481130709876545,48.43508456790123,7.046046141975317
29,c179fc6223f87908e6937bd1494eadec3bd50f94c506953c839e8791ed9bfb3e,55.86332453703704,48.445923456790126,7.417401080246911
30,cbfe54200826f186aebd893c6ac7310a8628a6b4ccb3228e9a5d813e52c66865,54.99290524691358,47.44748009259259,7.545425154320988
31,cb16f3f92e910fe86747283812c9b6d650fef939698bcea663e24c30c0a8ff7a,51.876975,44.54831820987655,7.328656790123453
32,aa64c3d2c4d6e661c6cb92d5d0b9907fdd3b0755fe5bc4d089e4acd73b848e7e,54.40320679012346,47.59734320987655,6.805863580246914
33,ecc97c24eb568471aabcdba3838d18a2c91ffd9da58dafa6ac4c72ea6c478556,54.740386419753094,48.03396913580247,6.706417283950621
34,1f460e556169f51d031b9d2bdb7658042a4c9aeaf3bfb91babbb2f0dd6cf1718,54.54480077160494,46.872699228395064,7.672101543209877
35,10f025e4f473bd5a4e9a1f874871516cc77e4684833beb94bea76ef87728a029,55.383547993827165,47.49028487654321,7.893263117283958
36,5042e51dcfad65dc63ce5b2a870241ce0d61d28030c7d09d992d577abe120f5a,54.7484549382716,48.04815972222222,6.700295216049376
37,529832acf453cdddc77713669ab7ffe23087de6ad04802ca5912371e7de2c227,54.210350462962964,46.61506466049382,7.595285802469142
38,006dc1b35c1bc8ac4b1fb3916ec9248ee4429e784503f11de2e55360a69ed775,55.0402035493827,48.0223699074074,7.017833641975301
39,6cc869612a00b1ab1b85d6898a1f8ff27cd373301f2805775c0999cfa926ee3d,55.882585493827165,47.98860061728396,7.8939848765432075
40,b959fe7694e5d44f0117451dcc590a20cca59672faf1679f0aafc8ea1243e4a6,56.436342592592595,48.68870787037037,7.747634722222223
41,cb84c3d4d798adec79f33f362c1cf1be5e7ce4b0374666d693f6d37f188597eb,55.526487808641974,47.77431836419753,7.752169444444441
42,31ecb86b516b6e03e2ce1ea8435bea185d0bdf88b51a0af0fa677f8c2eded963,57.1725461419753,49.27527469135802,7.897271450617282
43,9ab7a0daa975c2fd1b9b154755da9633879b9e178c553f53f29e3267b507bc63,56.905614043209866,50.230293827160494,6.675320216049371
44,d6b4d282b23abb5ab88808bf61120a258b2dea47495a5038c783cc03084f59a7,54.862205864197534,47.88626435185186,6.975941512345678
45,23cc9dc398257a6aeb3e326988889a01d778e14ebd07e91b153b83c2def04039,55.04866496913578,47.89141111111111,7.157253858024667
46,9c1348c68b7f538d85455c8d49c6abbb5eaba417dbec55fceba156c149d7583f,56.59235339506173,49.09242592592592,7.499927469135805
47,66702c3d3320ed5947e09c29e57cf61b696b29dea7a2adfd2344abea7b5b47f2,57.585406481481485,50.37089320987655,7.214513271604936
48,9ec8fe799b2c1d3cfdac368623737d15929e906e3a30ec54c12eb477166a7c1d,55.89676095679011,48.28646188271604,7.610299074074071
49,5c8494c51b1d654dd8ac4d9fbaa642c4aae47cb1593c254e8822e6ba10474b01,56.78213996913581,48.92310617283951,7.859033796296302
50,8feb41779bb9771b7f6aa178ff14716687f322f37e7b7151f02fb89674a1b7b4,55.88012453703705,49.111827006172845,6.768297530864203
51,7cee1aa25016916831ec2c1b60bb67cdaee5013b0e75314fb69a133301676cb0,55.9118699074074,47.63600092592593,8.275868981481473
52,32589c92112098eb3edf6c67d1bf5fa0b0baa2cebaceb42ebc383e0e200eae4c,56.30196450617284,48.436801851851854,7.865162654320983
53,f2b3d058359a9a3b5f342736f419abf64e546cb11cb3bb54cb5d5f18e451db62,57.262963425925925,49.996642283950614,7.266321141975311
54,9c5f08a4c0b2957fc980b5512523e3364fdc9f548d3e4f539876022dfec009fd,56.30148580246913,48.384992283950616,7.916493518518514
55,13e918a33704f6c617b2622d7542a8d7e5281331de4405717656d8a49117808e,56.055821141975294,49.04224876543209,7.013572376543202
56,f471f5c7dfd033c0d22aaedf47284b53503c7fd89e24a249650b1a56d519ef2e,55.24417901234568,47.7706313271605,7.473547685185181
57,a1483d83f9e51742d93a6c872239b18c367d558a9abaa8f0f1886cf426e69336,57.12391543209876,50.61942700617284,6.504488425925921
58,56906abdc26ebe99b7e825dd9c51b5acb9ef87829b68fbd55d7ec747618936f4,56.30429212962963,49.31282824074074,6.991463888888887
59,83c475b9868532561c26972f4522f0033c34138ba24d135fee267312167bfa8e,55.64206126543208,47.624487345679015,8.017573919753069
60,de574043ce515cd6125022b4c2a52a311752db9d68cbf3beff6741260b867a50,55.932358333333326,48.305269290123455,7.627089043209871
61,6d47d1483030b7be041a08f5c7c81b31a90df5f5dc4ee46d990bb2a0340bbb94,54.56702623456789,46.79294783950617,7.774078395061721
62,ee9888f6a08ca4f0a18b6f22c19b2b1b4daf8d9ac70fa6b7669184b7d7313c01,54.10612052469136,47.28401466049383,6.822105864197532
63,ed6e9260596f973b859d54cf92d7cffab5e6bd06d58dcca7d636fb8c37049c08,55.387288734567896,48.09187546296296,7.295413271604936
64,c577ddd50755a41ddfe6e76b4b9d82e09318b3f505045ee30857d1b023d9eca7,54.62846450617283,47.81794814814814,6.810516358024692
65,6d5160819f2f4402728a9cf11a6fc50834f490d3e29e2c6b34f8e36be1e64d4a,56.67845138888889,49.66521466049383,7.013236728395057
66,a7b728baf3a1f81da6e6f3ccb1f2a1fbc53b7f3aa56eaa099d25b3b400c8bc8b,54.87779922839506,47.32159027777778,7.5562089506172825
67,93f75ad29183a5793c89aff157d6f749af31daba2a589ab01974c31eb2a100da,56.05741095679012,48.76318271604938,7.294228240740743
68,14c756f1b261c1195a99ab015e69e1f2c34a7f25749f5b969f1ba8e97f87faf2,57.69191574074073,50.371391820987654,7.320523919753079
69,8c425037d3d26400153c3944948e7214672547b449e3db8b63cb385847e34df4,57.126752006172836,49.63126512345679,7.495486882716044
70,afe2cc020e5460108273d9c45cb62106e52682b0299a7236751f0c042a5cbe8b,56.22803657407406,48.47348935185185,7.754547222222207
71,c44afc671b5a0e6840201a42c4eecaca6c21007a149f81ef102a59d617f4ca4f,54.84030802469137,48.00499521604938,6.835312808641987
72,f758c4f92cdfef0211c30a2e4b074e58cfe8212958aa36f4712e7a015862cd06,55.74073996913581,47.1793563271605,8.561383641975311
73,9bc92f8b9e8a68a410cfac0b09e23631001354a3256f4072c7312458b8c32e4e,54.11521095679012,46.77437916666666,7.34083179012346
74,9b5eb9633433a5572910b0a664bfc18e59e10aff869d1475573d06aafe53c083,53.845765123456786,45.9513587962963,7.894406327160489
75,5056029e194681f850627e39a60368e9eb24f121da8b2555223d99367894c8f2,55.90369768518519,49.17602731481482,6.727670370370376
76,d1e4e62db6dd2c82a0e4aceb0457fb134840af9d0b718e9e1d35ed2d5b2c5c2a,57.27380771604939,49.300332561728396,7.973475154320994
77,de10c84d8341948b698ca8af55823d950bf030068ddc5c90634c69e35b374cbd,56.87140061728395,49.89622052469136,6.975180092592595
78,e93d436ac47405c48ea330d5431c4d2301439af127d332f05d04a7dbfbdde7be,54.7163575617284,47.33834228395062,7.378015277777784
79,81cb7f077303f10b56f12ce0f69e8d986967beaf2fc7c5efc4dfa7ddd457cd45,55.78998626543209,48.244705092592596,7.545281172839495
80,2b0971fa1b39fafcdd06b239bb64f6c25b0a4becad148536adc5a55f45329688,55.459942438271604,47.94535709876544,7.514585339506162
81,37dc91fae8760752645d1a17b7db0379b4d2ce144acaa84180eb910801de00e4,56.39641018518518,48.38763317901235,8.008777006172835
82,d696498c9e1118051b41f37c07b00e81a569ccba46c213972cfd9ae3571c4085,56.05112530864197,48.82161805555556,7.22950725308641
83,3db1bb619fc4047623c09f6514ac9d9e2cde38640273fb282ab2f399ffdace77,56.60219938271605,48.42088703703704,8.181312345679011
